keys,en,es,es_MX,ja,de,fr,it,pt
BABY_DOLL_EYES_DESC,Stares at the foe with baby doll eyes to lower its Attack. Always strikes first.,Mira al rival con ojos de muñeca para bajar su Ataque. Siempre actúa primero.,Mira al rival con ojos de muñeca para bajar su Ataque. Siempre actúa primero.,大きな瞳で相手を見つめて攻撃を下げる。必ず先制できる。,Starrt den Gegner mit Puppenaugen an und senkt seinen Angriff. Handelt immer zuerst.,Fixe le foe avec des yeux de poupée pour réduire son Attaque. Frappe toujours en premier.,Guarda il nemico con occhi di bambola per abbassarne l'Attacco. Agisce sempre per primo.,Olha para o adversário com olhos de boneca para reduzir seu Ataque. Sempre age primeiro.
NUZZLE_DESC,"Nuzzles the foe with a cute smile, leaving it paralyzed.",Frota la mejilla contra el rival con una sonrisa adorable dejándole paralizado.,Frota la mejilla contra el rival con una sonrisa adorable dejándole paralizado.,かわいい笑顔で頬ずりして相手をまひ状態にする。,Reibt die Wange am Gegner mit niedlichem Lächeln und lähmt ihn.,"Frotte la joue contre le foe avec un sourire adorable, le laissant paralysé.",Strofina la guancia contro il nemico con un sorriso adorabile lasciandolo paralizzato.,Esfrega a bochecha no adversário com um sorriso adorável deixando-o paralisado.
HOLD_BACK_DESC,"Holds back when attacking, always leaving the foe with at least 1 HP.","Se contiene al atacar, dejando siempre al rival con al menos 1 PS.","Se contiene al atacar, dejando siempre al rival con al menos 1 PS.",手加減して相手を攻撃する。相手のHPを必ず1残す。,Hält sich beim Angreifen zurück und lässt dem Gegner immer mindestens 1 KP.,"Se retient en attaquant, laissant toujours le foe avec au moins 1 PV.","Si trattiene nell'attaccare, lasciando sempre il nemico con almeno 1 PS.","Contém-se ao atacar, sempre deixando o adversário com pelo menos 1 PS."
INFESTATION_DESC,Sticks to the foe and attacks for 4 to 5 turns. The foe cannot flee.,Se pega al rival y ataca durante 4 a 5 turnos. El rival no puede escapar.,Se pega al rival y ataca durante 4 a 5 turnos. El rival no puede escapar.,相手にまとわりついて4〜5ターン攻撃し続ける。相手は逃げられない。,Klebt am Gegner und greift 4 bis 5 Runden lang an. Der Gegner kann nicht entkommen.,S'accroche au foe et attaque 4 à 5 tours. Le foe ne peut pas fuir.,Si attacca al nemico e attacca per 4-5 turni. Il nemico non può scappare.,Agarra-se ao adversário e ataca por 4 a 5 turnos. O adversário não pode fugir.
POWER_UP_PUNCH_DESC,Throws a punch that always raises the user's Attack.,Lanza un puño que siempre sube el Ataque del usuario.,Lanza un puño que siempre sube el Ataque del usuario.,パンチを繰り出す。必ず自分の攻撃が上がる。,"Wirft einen Schlag, der immer den Angriff des Anwenders erhöht.",Lance un poing qui augmente toujours l'Attaque de l'utilisateur.,Lancia un pugno che aumenta sempre l'Attacco dell'utente.,Lança um soco que sempre aumenta o Ataque do usuário.
OBLIVION_WING_DESC,Fires a laser from the sky. Drains more HP from the foe than damage dealt.,Dispara un rayo láser desde el cielo. Drena más PS del rival que el daño causado.,Dispara un rayo láser desde el cielo. Drena más PS del rival que el daño causado.,空からレーザービームを放つ。与えたダメージより多くのHPを相手から吸い取る。,Feuert einen Laser aus dem Himmel. Drainiert mehr KP als Schaden verursacht wird.,Tire un laser depuis le ciel. Draine plus de PV qu'il n'inflige de dégâts.,Spara un laser dal cielo. Drena più PS al nemico dei danni causati.,Dispara um laser do céu. Drena mais PS do adversário do que o dano causado.
THOUSAND_ARROWS_DESC,Fires arrows at all foes. Knocks airborne Pokémon to the ground.,Dispara flechas a todos los rivales. Derriba a los Pokémon voladores al suelo.,Dispara flechas a todos los rivales. Derriba a los Pokémon voladores al suelo.,大量の矢を相手全員に向かって飛ばす。空中にいるポケモンを地面に落とす。,Schießt Pfeile auf alle Gegner. Schlägt fliegende Pokémon zu Boden.,Tire des flèches sur tous les foes. Cloue les Pokémon volants au sol.,Spara frecce a tutti i nemici. Abbatte al suolo i Pokémon volanti.,Dispara flechas em todos os adversários. Derruba os Pokémon voadores ao chão.
THOUSAND_WAVES_DESC,"Fires waves in succession, trapping all foes from fleeing or switching.",Dispara oleadas en sucesión atrapando a todos los rivales sin poder escapar.,Dispara oleadas en sucesión atrapando a todos los rivales sin poder escapar.,波を次々と打ち出して相手全員を捕らえ、逃げられなくする。,"Feuert Wellen in Folge und fängt alle Gegner, sodass sie nicht entkommen können.","Tire des vagues en succession, piégeant tous les foes qui ne peuvent plus fuir.",Spara onde in successione intrappolando tutti i nemici che non possono fuggire.,Dispara ondas em sucessão prendendo todos os adversários sem poder escapar.
LAND_S_WRATH_DESC,Knocks down all airborne foes and strikes the earth with great force.,Derriba a todos los rivales en vuelo y golpea la tierra con gran fuerza.,Derriba a todos los rivales en vuelo y golpea la tierra con gran fuerza.,飛んでいる相手を全員地面に叩き落として、大地の力で攻撃する。,Schlägt alle fliegenden Gegner zu Boden und trifft die Erde mit großer Kraft.,Cloue tous les foes en vol au sol et frappe la terre avec une grande force.,Abbatte tutti i nemici in volo e colpisce la terra con grande forza.,Derruba todos os adversários em voo e golpeia a terra com grande força.
LIGHT_OF_RUIN_DESC,Fires a powerful beam of light using the infinite light within a Fairy Tale Flower.,Dispara un potente rayo de luz usando la luz infinita de una Flor Cuento de Hadas.,Dispara un potente rayo de luz usando la luz infinita de una Flor Cuento de Hadas.,フラワーのとわのひかりを使って強力な光線を放つ。自分にもダメージが入る。,Feuert einen mächtigen Lichtstrahl mit dem ewigen Licht einer Märchenblume. Anwender erleidet auch Schaden.,Tire un puissant rayon de lumière en utilisant la lumière infinie d'une Fleur Féerique.,Spara un potente raggio di luce usando la luce infinita di un Fiore Fatato.,Dispara um poderoso raio de luz usando a luz infinita de uma Flor de Conto de Fadas.
ORIGIN_PULSE_DESC,Attacks all foes with beams of light that originate from the sea.,Ataca a todos los rivales con rayos de luz que se originan en el mar.,Ataca a todos los rivales con rayos de luz que se originan en el mar.,海から湧き出る光線で相手全員を攻撃する。,"Greift alle Gegner mit Lichtstrahlen an, die im Meer entstehen.",Attaque tous les foes avec des rayons de lumière provenant de la mer.,Attacca tutti i nemici con raggi di luce che originano dal mare.,Ataca todos os adversários com raios de luz que se originam no mar.
PRECIPICE_BLADES_DESC,Attacks all foes by shaping the land's natural energy into blades.,Ataca a todos los rivales dando forma a la energía natural de la tierra en forma de cuchillas.,Ataca a todos los rivales dando forma a la energía natural de la tierra en forma de cuchillas.,大地の自然エネルギーを刃の形にして相手全員を攻撃する。,Greift alle Gegner mit Klingen aus der natürlichen Energie der Erde an.,Attaque tous les foes en donnant forme à l'énergie naturelle de la terre en lames.,Attacca tutti i nemici plasmando l'energia naturale della terra in lame.,Ataca todos os adversários dando forma à energia natural da terra em lâminas.
DRAGON_ASCENT_DESC,"Flies to the top of the sky, then swoops down. Lowers Defense and Sp. Def.",Sube volando al cielo y se lanza en picado. Baja la Defensa y la Def. Especial del usuario.,Sube volando al cielo y se lanza en picado. Baja la Defensa y la Def. Especial del usuario.,空の頂点まで飛び上がり、急降下して攻撃する。自分の防御と特防が下がる。,Fliegt in die Höhe und stürzt dann ab. Senkt Verteidigung und Sp. Verteidigung.,S'envole au sommet du ciel puis plonge en piqué. Réduit Défense et Déf. Spé.,Sale in volo e si lancia in picchiata. Abbassa Difesa e Dif. Spec. dell'utente.,Sobe voando ao céu e mergulha em picada. Reduz Defesa e Def. Especial do usuário.
HYPERSPACE_FURY_DESC,"Attacks with many limbs, ignoring Protect. Lowers the user's Defense.",Ataca con muchos miembros ignorando Protección. Baja la Defensa del usuario.,Ataca con muchos miembros ignorando Protección. Baja la Defensa del usuario.,複数の腕で猛攻する。まもるを無視する。自分の防御が下がる。,Greift mit vielen Gliedern an und ignoriert Schutzschild. Senkt die Verteidigung des Anwenders.,Attaque avec de nombreux membres en ignorant Protection. Réduit la Défense.,Attacca con molti arti ignorando Protezione. Abbassa la Difesa dell'utente.,Ataca com muitos membros ignorando Proteção. Reduz a Defesa do usuário.
BREAKNECK_BLITZ_DESC,A Z-Move that deals damage using a full charge of physical or special power.,Un movimiento Z que causa daño usando una carga completa de poder físico o especial.,Un movimiento Z que causa daño usando una carga completa de poder físico o especial.,ノーマルタイプのZワザ。全力の物理または特殊パワーでダメージを与える。,"Ein Z-Zug, der Schaden mit einer vollen Ladung physischer oder spezieller Kraft verursacht.",Un Z-Move infligeant des dégâts avec une pleine charge de puissance physique ou spéciale.,Una Z-Mossa che infligge danni usando una carica piena di potere fisico o speciale.,Um Movimento Z que causa dano usando uma carga completa de poder físico ou especial.
ALL_OUT_PUMMELING_DESC,A Z-Move that attacks with Fighting energy unleashed in one powerful blow.,Un movimiento Z que ataca con la energía de tipo Lucha en un poderoso golpe.,Un movimiento Z que ataca con la energía de tipo Lucha en un poderoso golpe.,かくとうタイプのZワザ。全力のかくとうエネルギーで強力な一撃を放つ。,"Ein Z-Zug, der mit Kampfenergie in einem mächtigen Schlag angreift.",Un Z-Move attaquant avec l'énergie de type Combat en un coup puissant.,Una Z-Mossa che attacca con l'energia di tipo Lotta in un potente colpo.,Um Movimento Z que ataca com energia do tipo Lutador em um golpe poderoso.
SUPERSONIC_SKYSTRIKE_DESC,A Z-Move that delivers a sky-high attack from the Flying type.,Un movimiento Z de tipo Volador que entrega un devastador ataque desde las alturas.,Un movimiento Z de tipo Volador que entrega un devastador ataque desde las alturas.,ひこうタイプのZワザ。空の高みから猛烈な一撃を放つ。,"Ein Flug-Z-Zug, der einen verheerenden Angriff aus der Höhe liefert.",Un Z-Move de type Vol livrant une attaque dévastatrice depuis les hauteurs.,Una Z-Mossa di tipo Volante che sferra un attacco devastante dall'alto.,Um Movimento Z do tipo Voador que entrega um devastador ataque das alturas.
ACID_DOWNPOUR_DESC,A Z-Move that drenches the foe with corrosive Poison-type liquid.,Un movimiento Z de tipo Veneno que empapa al rival con veneno corrosivo.,Un movimiento Z de tipo Veneno que empapa al rival con veneno corrosivo.,どくタイプのZワザ。腐食性の毒液を相手に浴びせる。,"Ein Gift-Z-Zug, der den Gegner mit korrosivem Gift tränkt.",Un Z-Move de type Poison détrempant le foe de venin corrosif.,Una Z-Mossa di tipo Veleno che inzuppa il nemico di veleno corrosivo.,Um Movimento Z do tipo Veneno que empapa o adversário com veneno corrosivo.
TECTONIC_RAGE_DESC,A Z-Move that attacks with the full force of the Ground type.,Un movimiento Z de tipo Tierra que ataca con la fuerza total del tipo Tierra.,Un movimiento Z de tipo Tierra que ataca con la fuerza total del tipo Tierra.,じめんタイプのZワザ。大地の全力で相手を攻撃する。,"Ein Boden-Z-Zug, der mit voller Erdkraft angreift.",Un Z-Move de type Sol attaquant avec toute la force du type Sol.,Una Z-Mossa di tipo Terra che attacca con tutta la forza del tipo Terra.,Um Movimento Z do tipo Chão que ataca com a força total do tipo Chão.
CONTINENTAL_CRUSH_DESC,A Z-Move that crushes the foe with the full power of the Rock type.,Un movimiento Z de tipo Roca que aplasta al rival con el poder total del tipo Roca.,Un movimiento Z de tipo Roca que aplasta al rival con el poder total del tipo Roca.,いわタイプのZワザ。岩タイプの全力で相手を押し潰す。,"Ein Gestein-Z-Zug, der den Gegner mit voller Felsenkraft zerquetscht.",Un Z-Move de type Roche écrasant le foe avec toute la puissance du type Roche.,Una Z-Mossa di tipo Roccia che schiaccia il nemico con tutta la potenza del tipo Roccia.,Um Movimento Z do tipo Pedra que esmaga o adversário com o poder total do tipo Pedra.
SAVAGE_SPIN_OUT_DESC,A Z-Move that unleashes the full power of Bug-type energy.,Un movimiento Z de tipo Bicho que desencadena el poder total del tipo Bicho.,Un movimiento Z de tipo Bicho que desencadena el poder total del tipo Bicho.,むしタイプのZワザ。むしタイプの全力を解き放つ。,"Ein Käfer-Z-Zug, der die volle Käferkraft entfesselt.",Un Z-Move de type Insecte déchaînant toute la puissance du type Insecte.,Una Z-Mossa di tipo Coleottero che scatena tutta la potenza del tipo Coleottero.,Um Movimento Z do tipo Inseto que desencadeia o poder total do tipo Inseto.
